problem_id,problem,answer
pe-350,"A list of size $n$ is a sequence of $n$ natural numbers.
 Examples are $(2,4,6)$, $(2,6,4)$, $(10,6,15,6)$, and $(11)$.

The greatest common divisor, or $\gcd$, of a list is the largest natural number that divides all entries of the list. 
Examples: $\gcd(2,6,4) = 2$, $\gcd(10,6,15,6) = 1$ and $\gcd(11) = 11$.

The least common multiple, or $\operatorname{lcm}$, of a list is the smallest natural number divisible by each entry of the list. 
Examples: $\operatorname{lcm}(2,6,4) = 12$, $\operatorname{lcm}(10,6,15,6) = 30$ and $\operatorname{lcm}(11) = 11$.

Let $f(G, L, N)$ be the number of lists of size $N$ with $\gcd \ge G$ and $\operatorname{lcm} \le L$. For example:

$f(10, 100, 1) = 91$.

$f(10, 100, 2) = 327$.

$f(10, 100, 3) = 1135$.

$f(10, 100, 1000) \bmod 101^4 = 3286053$.

Find $f(10^6, 10^{12}, 10^{18}) \bmod 101^4$.",REDACTED
pe-355,"Define $\operatorname{Co}(n)$ to be the maximal possible sum of a set of mutually co-prime elements from $\{1,2,\dots,n\}$.
 For example $\operatorname{Co}(10)$ is $30$ and hits that maximum on the subset $\{1,5,7,8,9\}$.

You are given that $\operatorname{Co}(30) = 193$ and $\operatorname{Co}(100) = 1356$. 

Find $\operatorname{Co}(200000)$.

Give your answer modulo $99991$.",REDACTED
pe-356,"Let $a_n$ be the largest real root of a polynomial $g(x) = x^3 - 2^n \cdot x^2 + n$.

For example, $a_2 = 3.86619826\cdots$

Find the last eight digits of $\sum \limits_{i = 1}^{30} \lfloor a_i^{987654321} \rfloor$.

Note: $\lfloor a \rfloor$ represents the floor function.",REDACTED
pe-357,"Consider the divisors of $30$: $1,2,3,5,6,10,15,30$.

It can be seen that for every divisor $d$ of $30$, $d + 30 / d$ is prime.

Find the sum of all positive integers $n$ not exceeding $100\,000\,000$
such that for every divisor $d$ of $n$, $d + n / d$ is prime.

Give your answer modulo $99991$.",REDACTED
pe-358,"A cyclic number with $n$ digits has a very interesting property:

When it is multiplied by $1, 2, 3, 4, \dots, n$, all the products have exactly the same digits, in the same order, but rotated in a circular fashion!

The smallest cyclic number is the $6$-digit number $142857$:

$142857 \times 1 = 142857$

$142857 \times 2 = 285714$

$142857 \times 3 = 428571$

$142857 \times 4 = 571428$

$142857 \times 5 = 714285$

$142857 \times 6 = 857142$

The next cyclic number is $0588235294117647$ with $16$ digits :

$0588235294117647 \times 1 = 0588235294117647$

$0588235294117647 \times 2 = 1176470588235294$

$0588235294117647 \times 3 = 1764705882352941$

$\dots$

$0588235294117647 \times 16 = 9411764705882352$

Note that for cyclic numbers, leading zeros are important.

There is only one cyclic number for which, the eleven leftmost digits are $00000000137$ and the five rightmost digits are $56789$ (i.e., it has the form $00000000137 \cdots 56789$ with an unknown number of digits in the middle). Find the sum of all its digits.

Give your answer modulo $99991$.",REDACTED
pe-359,"An infinite number of people (numbered $1$, $2$, $3$, etc.) are lined up to get a room at Hilbert's newest infinite hotel. The hotel contains an infinite number of floors (numbered $1$, $2$, $3$, etc.), and each floor contains an infinite number of rooms (numbered $1$, $2$, $3$, etc.). 

Initially the hotel is empty. Hilbert declares a rule on how the $n$th person is assigned a room: person $n$ gets the first vacant room in the lowest numbered floor satisfying either of the following:

- the floor is empty

- the floor is not empty, and if the latest person taking a room in that floor is person $m$, then $m + n$ is a perfect square

Person $1$ gets room $1$ in floor $1$ since floor $1$ is empty.

Person $2$ does not get room $2$ in floor $1$ since $1 + 2 = 3$ is not a perfect square.

Person $2$ instead gets room $1$ in floor $2$ since floor $2$ is empty.

Person $3$ gets room $2$ in floor $1$ since $1 + 3 = 4$ is a perfect square.

Eventually, every person in the line gets a room in the hotel.

Define $P(f, r)$ to be $n$ if person $n$ occupies room $r$ in floor $f$, and $0$ if no person occupies the room. Here are a few examples:

$P(1, 1) = 1$

$P(1, 2) = 3$

$P(2, 1) = 2$

$P(10, 20) = 440$

$P(25, 75) = 4863$

$P(99, 100) = 19454$

Find the sum of all $P(f, r)$ for all positive $f$ and $r$ such that $f \times r = 71328803586048$ and give the last $8$ digits as your answer.",REDACTED
pe-360,"Given two points $(x_1, y_1, z_1)$ and $(x_2, y_2, z_2)$ in three dimensional space, the Manhattan distance between those points is defined as
$|x_1 - x_2| + |y_1 - y_2| + |z_1 - z_2|$.

Let $C(r)$ be a sphere with radius $r$ and center in the origin $O(0,0,0)$.

Let $I(r)$ be the set of all points with integer coordinates on the surface of $C(r)$.

Let $S(r)$ be the sum of the Manhattan distances of all elements of $I(r)$ to the origin $O$.

E.g. $S(45)=34518$.

Find $S(10^{10})$.

Give your answer modulo $99991$.",REDACTED
pe-361,"The Thue-Morse sequence $\{T_n\}$ is a binary sequence satisfying:

- $T_0 = 0$

- $T_{2n} = T_n$

- $T_{2n + 1} = 1 - T_n$

The first several terms of $\{T_n\}$ are given as follows:

$01101001{\color{red}10010}1101001011001101001\cdots$

We define $\{A_n\}$ as the sorted sequence of integers such that the binary expression of each element appears as a subsequence in $\{T_n\}$.

For example, the decimal number $18$ is expressed as $10010$ in binary. $10010$ appears in $\{T_n\}$ ($T_8$ to $T_{12}$), so $18$ is an element of $\{A_n\}$.

The decimal number $14$ is expressed as $1110$ in binary. $1110$ never appears in $\{T_n\}$, so $14$ is not an element of $\{A_n\}$.

The first several terms of $\{A_n\}$ are given as follows:

<table align=""center""><tr>
<td align=""center"" width=""30"">$n$</td>
<td align=""right"" width=""30"">$0$</td>
<td align=""right"" width=""30"">$1$</td>
<td align=""right"" width=""30"">$2$</td>
<td align=""right"" width=""30"">$3$</td>
<td align=""right"" width=""30"">$4$</td>
<td align=""right"" width=""30"">$5$</td>
<td align=""right"" width=""30"">$6$</td>
<td align=""right"" width=""30"">$7$</td>
<td align=""right"" width=""30"">$8$</td>
<td align=""right"" width=""30"">$9$</td>
<td align=""right"" width=""30"">$10$</td>
<td align=""right"" width=""30"">$11$</td>
<td align=""right"" width=""30"">$12$</td>
<td align=""right"" width=""30"">$\cdots$</td>
</tr><tr>
<td align=""center"" width=""30"">$A_n$</td>
<td align=""right"" width=""30"">$0$</td>
<td align=""right"" width=""30"">$1$</td>
<td align=""right"" width=""30"">$2$</td>
<td align=""right"" width=""30"">$3$</td>
<td align=""right"" width=""30"">$4$</td>
<td align=""right"" width=""30"">$5$</td>
<td align=""right"" width=""30"">$6$</td>
<td align=""right"" width=""30"">$9$</td>
<td align=""right"" width=""30"">$10$</td>
<td align=""right"" width=""30"">$11$</td>
<td align=""right"" width=""30"">$12$</td>
<td align=""right"" width=""30"">$13$</td>
<td align=""right"" width=""30"">$18$</td>
<td align=""right"" width=""30"">$\cdots$</td>
</tr></table>

We can also verify that $A_{100} = 3251$ and $A_{1000} = 80852364498$.

Find the last $9$ digits of $\sum \limits_{k = 1}^{18} A_{10^k}$.",REDACTED
pe-362,"Consider the number $54$.

$54$ can be factored in $7$ distinct ways into one or more factors larger than $1$:

$54$, $2 \times 27$, $3 \times 18$, $6 \times 9$, $3 \times 3 \times 6$, $2 \times 3 \times 9$ and $2 \times 3 \times 3 \times 3$.

If we require that the factors are all squarefree only two ways remain: $3 \times 3 \times 6$ and $2 \times 3 \times 3 \times 3$.

Let's call $\operatorname{Fsf}(n)$ the number of ways $n$ can be factored into one or more squarefree factors larger than $1$, so
$\operatorname{Fsf}(54)=2$.

Let $S(n)$ be $\sum \operatorname{Fsf}(k)$ for $k=2$ to $n$.

$S(100)=193$.

Find $S(10\,000\,000\,000)$.

Give your answer modulo $99991$.",REDACTED
pe-365,"The binomial coefficient $\displaystyle{\binom{10^{18}}{10^9}}$ is a number with more than $9$ billion ($9\times 10^9$) digits.

Let $M(n,k,m)$ denote the binomial coefficient $\displaystyle{\binom{n}{k}}$ modulo $m$.

Calculate $\displaystyle{\sum M(10^{18},10^9,p\cdot q\cdot r)}$ for $1000\lt p\lt q\lt r\lt 5000$ and $p$,$q$,$r$ prime.",REDACTED
pe-366,"Two players, Anton and Bernhard, are playing the following game.

There is one pile of $n$ stones.

The first player may remove any positive number of stones, but not the whole pile.

Thereafter, each player may remove at most twice the number of stones his opponent took on the previous move.

The player who removes the last stone wins.

E.g. $n=5$.

If the first player takes anything more than one stone the next player will be able to take all remaining stones.

If the first player takes one stone, leaving four, his opponent will take also one stone, leaving three stones.

The first player cannot take all three because he may take at most $2 \times 1=2$ stones. So let's say he takes also one stone, leaving $2$. The second player can take the two remaining stones and wins.

So $5$ is a losing position for the first player.

For some winning positions there is more than one possible move for the first player.

E.g. when $n=17$ the first player can remove one or four stones.

Let $M(n)$ be the maximum number of stones the first player can take from a winning position at his first turn and $M(n)=0$ for any other position.

$\sum M(n)$ for $n \le 100$ is $728$.

Find $\sum M(n)$ for $n \le 10^{18}$.
Give your answer modulo $10^8$.",REDACTED
pe-367,"Bozo sort, not to be confused with the slightly less efficient bogo sort, consists out of checking if the input sequence is sorted and if not swapping randomly two elements. This is repeated until eventually the sequence is sorted.

If we consider all permutations of the first $4$ natural numbers as input the expectation value of the number of swaps, averaged over all $4!$ input sequences is $24.75$.

The already sorted sequence takes $0$ steps. 

In this problem we consider the following variant on bozo sort.

If the sequence is not in order we pick three elements at random and shuffle these three elements randomly.

All $3!=6$ permutations of those three elements are equally likely. 

The already sorted sequence will take $0$ steps.

If we consider all permutations of the first $4$ natural numbers as input the expectation value of the number of shuffles, averaged over all $4!$ input sequences is $27.5$. 

Consider as input sequences the permutations of the first $11$ natural numbers.

Averaged over all $11!$ input sequences, what is the expected number of shuffles this sorting algorithm will perform?

Give your answer rounded to the nearest integer.

Give your answer modulo $99991$.",REDACTED
pe-369,"In a standard $52$ card deck of playing cards, a set of $4$ cards is a Badugi if it contains $4$ cards with no pairs and no two cards of the same suit.

Let $f(n)$ be the number of ways to choose $n$ cards with a $4$ card subset that is a Badugi.  For example, there are $2598960$ ways to choose five cards from a standard $52$ card deck, of which $514800$ contain a $4$ card subset that is a Badugi, so $f(5) = 514800$.

Find $\sum f(n)$ for $4 \le n \le 13$.

Give your answer modulo $99991$.",REDACTED
pe-370,"Let us define a geometric triangle as an integer sided triangle with sides $a \le b \le c$ so that its sides form a geometric progression, i.e. $b^2 = a \cdot c$

 

An example of such a geometric triangle is the triangle with sides $a = 144$, $b = 156$ and $c = 169$.

There are $861805$ geometric triangles with perimeter $\le 10^6$.

How many geometric triangles exist with perimeter $\le 2.5 \cdot 10^{13}$?

Give your answer modulo $99991$.",REDACTED
pe-372,"Let $R(M, N)$ be the number of lattice points $(x, y)$ which satisfy $M\!\lt\!x\!\le\!N$, $M\!\lt\!y\!\le\!N$ and $\large\left\lfloor\!\frac{y^2}{x^2}\!\right\rfloor$ is odd.

We can verify that $R(0, 100) = 3019$ and $R(100, 10000) = 29750422$.

Find $R(2\cdot10^6, 10^9)$.

Note: $\lfloor x\rfloor$ represents the floor function.

Give your answer modulo $99991$.",REDACTED
pe-373,"Every triangle has a circumscribed circle that goes through the three vertices.
Consider all integer sided triangles for which the radius of the circumscribed circle is integral as well.

Let $S(n)$ be the sum of the radii of the circumscribed circles of all such triangles for which the radius does not exceed $n$.

$S(100)=4950$ and $S(1200)=1653605$.

Find $S(10^7)$.

Give your answer modulo $99991$.",REDACTED
pe-374,"An integer partition of a number $n$ is a way of writing $n$ as a sum of positive integers.

Partitions that differ only in the order of their summands are considered the same.
A partition of $n$ into distinct parts is a partition of $n$ in which every part occurs at most once.

The partitions of $5$ into distinct parts are:

$5$, $4+1$ and $3+2$.

Let $f(n)$ be the maximum product of the parts of any such partition of $n$ into distinct parts and let $m(n)$ be the number of elements of any such partition of $n$ with that product.

So $f(5)=6$ and $m(5)=2$.

For $n=10$ the partition with the largest product is $10=2+3+5$, which gives $f(10)=30$ and $m(10)=3$.

And their product, $f(10) \cdot m(10) = 30 \cdot 3 = 90$.

It can be verified that

$\sum f(n) \cdot m(n)$ for $1 \le n \le 100 = 1683550844462$.

Find $\sum f(n) \cdot m(n)$ for $1 \le n \le 10^{14}$.

Give your answer modulo $982451653$, the $50$ millionth prime.",REDACTED
pe-375,"Let $S_n$ be an integer sequence produced with the following pseudo-random number generator:

$$\begin{align}
S_0 &amp; = 290797 \\
S_{n+1} &amp; = S_n^2 \bmod 50515093
\end{align}$$

Let $A(i, j)$ be the minimum of the numbers $S_i, S_{i+1}, \dots, S_j$ for $i\le j$.

Let $M(N) = \sum A(i, j)$ for $1 \le i \le j \le N$.

We can verify that $M(10) = 432256955$ and $M(10\,000) = 3264567774119$.

Find $M(2\,000\,000\,000)$.",REDACTED
pe-376,"Consider the following set of dice with nonstandard pips:

Die $A$: $1$ $4$ $4$ $4$ $4$ $4$

Die $B$: $2$ $2$ $2$ $5$ $5$ $5$

Die $C$: $3$ $3$ $3$ $3$ $3$ $6$

A game is played by two players picking a die in turn and rolling it. The player who rolls the highest value wins.

If the first player picks die $A$ and the second player picks die $B$ we get

$P(\text{second player wins}) = 7/12 \gt 1/2$.

If the first player picks die $B$ and the second player picks die $C$ we get

$P(\text{second player wins}) = 7/12 \gt 1/2$.

If the first player picks die $C$ and the second player picks die $A$ we get

$P(\text{second player wins}) = 25/36 \gt 1/2$.

So whatever die the first player picks, the second player can pick another die and have a larger than $50\%$ chance of winning.

A set of dice having this property is called a nontransitive set of dice.

We wish to investigate how many sets of nontransitive dice exist. We will assume the following conditions:

- There are three six-sided dice with each side having between $1$ and $N$ pips, inclusive.

- Dice with the same set of pips are equal, regardless of which side on the die the pips are located.

- The same pip value may appear on multiple dice; if both players roll the same value neither player wins.

- The sets of dice $\{A,B,C\}$, $\{B,C,A\}$ and $\{C,A,B\}$ are the same set.

For $N = 7$ we find there are $9780$ such sets.

How many are there for $N = 30$?

Give your answer modulo $99991$.",REDACTED
pe-377,"There are $16$ positive integers that do not have a zero in their digits and that have a digital sum equal to $5$, namely: 

$5$, $14$, $23$, $32$, $41$, $113$, $122$, $131$, $212$, $221$, $311$, $1112$, $1121$, $1211$, $2111$ and $11111$.

Their sum is $17891$.

Let $f(n)$ be the sum of all positive integers that do not have a zero in their digits and have a digital sum equal to $n$.

Find $\displaystyle \sum_{i=1}^{17} f(13^i)$.

Give the last $9$ digits as your answer.",REDACTED
pe-378,"Let $T(n)$ be the nth triangle number, so $T(n) = \dfrac{n(n + 1)}{2}$.

Let $dT(n)$ be the number of divisors of $T(n)$.

E.g.: $T(7) = 28$ and $dT(7) = 6$.

Let $Tr(n)$ be the number of triples $(i, j, k)$ such that $1 \le i \lt j \lt k \le n$ and $dT(i) \gt dT(j) \gt dT(k)$.

$Tr(20) = 14$, $Tr(100) = 5772$, and $Tr(1000) = 11174776$.

Find $Tr(60 000 000)$. 

Give the last 18 digits of your answer.",REDACTED
